[2022-07-05 18:12:20,788] werkzeug - WARNING -  * Debugger is active!
[2022-07-05 18:12:20,798] werkzeug - INFO -  * Debugger PIN: 229-093-529
[2022-07-05 18:29:41,604] we[2022-07-05 18:29:41,646] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:29:43,943] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:31:37,543] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:31:40,809] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:31:45,047] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:31:49,276] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:31:52,510] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:31:57,756] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:32:05,021] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:32:09,233] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:32:16,497] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:32:22,732] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:32:33,050] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:32:40,328] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:32:41,533] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:33:01,950] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:33:04,144] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:33:06,373] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:33:27,817] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:33:29,079] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:37:40,506] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:37:47,790] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:37:50,030] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:37:52,252] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:37:59,491] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:38:01,707] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:38:12,986] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:38:14,182] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:38:32,591] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:38:33,856] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:38:37,084] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:38:47,385] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:38:52,647] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:39:02,938] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:39:04,153] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:39:22,561] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:39:25,791] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:39:26,999] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:39:29,208] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:39:35,434] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:39:39,701] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:39:52,050] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:40:01,349] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:40:06,565] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:40:12,816] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:40:46,409] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:41:06,838] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:41:10,101] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:41:12,303] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:41:24,619] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:41:25,841] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:41:28,067] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:42:20,970] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:42:25,229] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:42:40,555] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:42:46,869] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:43:08,334] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:43:10,594] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:43:15,830] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:43:18,052] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:43:19,251] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:43:32,563] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:43:34,775] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:43:35,979] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:43:38,206] werkzeug - INFO -  * Restarting with stat
[2022-07-05 18:43:40,429] werkzeug - INFO -  * Restarting with stat
